id,level,cefr,level_title,function,pattern_no,variation_no,expression,meaning_ko,example_en,example_ko,dialogue_en,dialogue_ko,situation_ko,note_ko,memory_chunk,cloze_prompt,reverse_prompt_ko,memory_tip_ko,confusion_note_ko,review_steps_ko,tags,practice_prompt_ko
2285,3,A2+,linking ideas,sequence,6,35,"Before you speed it up, check the current lesson",속도를 높이다하기 전에 현재 수업를 확인해라,"Before you speed it up, check the current lesson.","이 예문은 '속도를 높이다하기 전에 현재 수업를 확인해라'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.","A: Before you speed it up, check the current lesson. / B: That makes sense. What should we do next?",A: 속도를 높이다하기 전에 현재 수업를 확인해라. / B: 이해돼요. 다음엔 뭘 하면 될까요?,순서와 절차를 말할 때,Before,"Before you speed / it up, check / the current lesson",Before you speed it ____ check the current lesson | answer: up,순서와 절차를 말할 때: '속도를 높이다하기 전에 현재 수업를 확인해라'를 영어 표현으로 떠올리기,"패턴 'Before'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,"1 뜻 보기: 속도를 높이다하기 전에 현재 수업를 확인해라 -> 2 끊어 읽기: Before you speed / it up, check / the current lesson -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기",L3|sequence|conversation,"순서와 절차를 말할 때, '속도를 높이다하기 전에 현재 수업를 확인해라'라는 뜻이 되도록 영어로 말해 보세요."
2286,3,A2+,linking ideas,sequence,6,36,"Before you keep going, check the current problem",계속하다하기 전에 현재 문제를 확인해라,"Before you keep going, check the current problem.","이 예문은 '계속하다하기 전에 현재 문제를 확인해라'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.","A: Before you keep going, check the current problem. / B: That makes sense. What should we do next?",A: 계속하다하기 전에 현재 문제를 확인해라. / B: 이해돼요. 다음엔 뭘 하면 될까요?,순서와 절차를 말할 때,Before,"Before you keep / going, check the / current problem","Before you ____ going, check the current problem | answer: keep",순서와 절차를 말할 때: '계속하다하기 전에 현재 문제를 확인해라'를 영어 표현으로 떠올리기,"패턴 'Before'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,"1 뜻 보기: 계속하다하기 전에 현재 문제를 확인해라 -> 2 끊어 읽기: Before you keep / going, check the / current problem -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기",L3|sequence|conversation,"순서와 절차를 말할 때, '계속하다하기 전에 현재 문제를 확인해라'라는 뜻이 되도록 영어로 말해 보세요."
2287,3,A2+,linking ideas,sequence,6,37,"Before you start over, check the current deadline",다시 시작하다하기 전에 현재 마감를 확인해라,"Before you start over, check the current deadline.","이 예문은 '다시 시작하다하기 전에 현재 마감를 확인해라'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.","A: Before you start over, check the current deadline. / B: That makes sense. What should we do next?",A: 다시 시작하다하기 전에 현재 마감를 확인해라. / B: 이해돼요. 다음엔 뭘 하면 될까요?,순서와 절차를 말할 때,Before,"Before you start / over, check the / current deadline",Before you start ____ check the current deadline | answer: over,순서와 절차를 말할 때: '다시 시작하다하기 전에 현재 마감를 확인해라'를 영어 표현으로 떠올리기,"패턴 'Before'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,"1 뜻 보기: 다시 시작하다하기 전에 현재 마감를 확인해라 -> 2 끊어 읽기: Before you start / over, check the / current deadline -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기",L3|sequence|conversation,"순서와 절차를 말할 때, '다시 시작하다하기 전에 현재 마감를 확인해라'라는 뜻이 되도록 영어로 말해 보세요."
2288,3,A2+,linking ideas,sequence,6,38,"Before you bring it up, check the current appointment",그걸 꺼내 말하다하기 전에 현재 약속를 확인해라,"Before you bring it up, check the current appointment.","이 예문은 '그걸 꺼내 말하다하기 전에 현재 약속를 확인해라'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.","A: Before you bring it up, check the current appointment. / B: That makes sense. What should we do next?",A: 그걸 꺼내 말하다하기 전에 현재 약속를 확인해라. / B: 이해돼요. 다음엔 뭘 하면 될까요?,순서와 절차를 말할 때,Before,"Before you bring / it up, check / the current appointment",Before you bring it ____ check the current appointment | answer: up,순서와 절차를 말할 때: '그걸 꺼내 말하다하기 전에 현재 약속를 확인해라'를 영어 표현으로 떠올리기,"패턴 'Before'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,"1 뜻 보기: 그걸 꺼내 말하다하기 전에 현재 약속를 확인해라 -> 2 끊어 읽기: Before you bring / it up, check / the current appointment -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기",L3|sequence|conversation,"순서와 절차를 말할 때, '그걸 꺼내 말하다하기 전에 현재 약속를 확인해라'라는 뜻이 되도록 영어로 말해 보세요."
2289,3,A2+,linking ideas,sequence,6,39,"Before you write back, check the current project",답장을 쓰다하기 전에 현재 프로젝트를 확인해라,"Before you write back, check the current project.","이 예문은 '답장을 쓰다하기 전에 현재 프로젝트를 확인해라'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.","A: Before you write back, check the current project. / B: That makes sense. What should we do next?",A: 답장을 쓰다하기 전에 현재 프로젝트를 확인해라. / B: 이해돼요. 다음엔 뭘 하면 될까요?,순서와 절차를 말할 때,Before,"Before you write / back, check the / current project","Before you ____ back, check the current project | answer: write",순서와 절차를 말할 때: '답장을 쓰다하기 전에 현재 프로젝트를 확인해라'를 영어 표현으로 떠올리기,"패턴 'Before'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,"1 뜻 보기: 답장을 쓰다하기 전에 현재 프로젝트를 확인해라 -> 2 끊어 읽기: Before you write / back, check the / current project -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기",L3|sequence|conversation,"순서와 절차를 말할 때, '답장을 쓰다하기 전에 현재 프로젝트를 확인해라'라는 뜻이 되도록 영어로 말해 보세요."
2290,3,A2+,linking ideas,sequence,6,40,"Before you follow up, check the current interview",후속 확인을 하다하기 전에 현재 면접를 확인해라,"Before you follow up, check the current interview.","이 예문은 '후속 확인을 하다하기 전에 현재 면접를 확인해라'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.","A: Before you follow up, check the current interview. / B: That makes sense. What should we do next?",A: 후속 확인을 하다하기 전에 현재 면접를 확인해라. / B: 이해돼요. 다음엔 뭘 하면 될까요?,순서와 절차를 말할 때,Before,"Before you follow / up, check the / current interview",Before you follow ____ check the current interview | answer: up,순서와 절차를 말할 때: '후속 확인을 하다하기 전에 현재 면접를 확인해라'를 영어 표현으로 떠올리기,"패턴 'Before'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,"1 뜻 보기: 후속 확인을 하다하기 전에 현재 면접를 확인해라 -> 2 끊어 읽기: Before you follow / up, check the / current interview -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기",L3|sequence|conversation,"순서와 절차를 말할 때, '후속 확인을 하다하기 전에 현재 면접를 확인해라'라는 뜻이 되도록 영어로 말해 보세요."
2291,3,A2+,linking ideas,sequence,6,41,"Before you show up early, check the main meeting",일찍 나타나다하기 전에 핵심 회의를 확인해라,"Before you show up early, check the main meeting.","이 예문은 '일찍 나타나다하기 전에 핵심 회의를 확인해라'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.","A: Before you show up early, check the main meeting. / B: That makes sense. What should we do next?",A: 일찍 나타나다하기 전에 핵심 회의를 확인해라. / B: 이해돼요. 다음엔 뭘 하면 될까요?,순서와 절차를 말할 때,Before,"Before you show / up early, check / the main meeting","Before you show ____ early, check the main meeting | answer: up",순서와 절차를 말할 때: '일찍 나타나다하기 전에 핵심 회의를 확인해라'를 영어 표현으로 떠올리기,"패턴 'Before'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,"1 뜻 보기: 일찍 나타나다하기 전에 핵심 회의를 확인해라 -> 2 끊어 읽기: Before you show / up early, check / the main meeting -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기",L3|sequence|conversation,"순서와 절차를 말할 때, '일찍 나타나다하기 전에 핵심 회의를 확인해라'라는 뜻이 되도록 영어로 말해 보세요."
2292,3,A2+,linking ideas,sequence,6,42,"Before you leave early, check the main call",일찍 떠나다하기 전에 핵심 전화를 확인해라,"Before you leave early, check the main call.","이 예문은 '일찍 떠나다하기 전에 핵심 전화를 확인해라'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.","A: Before you leave early, check the main call. / B: That makes sense. What should we do next?",A: 일찍 떠나다하기 전에 핵심 전화를 확인해라. / B: 이해돼요. 다음엔 뭘 하면 될까요?,순서와 절차를 말할 때,Before,"Before you leave / early, check the / main call","Before you ____ early, check the main call | answer: leave",순서와 절차를 말할 때: '일찍 떠나다하기 전에 핵심 전화를 확인해라'를 영어 표현으로 떠올리기,"패턴 'Before'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,"1 뜻 보기: 일찍 떠나다하기 전에 핵심 전화를 확인해라 -> 2 끊어 읽기: Before you leave / early, check the / main call -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기",L3|sequence|conversation,"순서와 절차를 말할 때, '일찍 떠나다하기 전에 핵심 전화를 확인해라'라는 뜻이 되도록 영어로 말해 보세요."
2293,3,A2+,linking ideas,sequence,6,43,"Before you stay late, check the main message",늦게까지 남다하기 전에 핵심 메시지를 확인해라,"Before you stay late, check the main message.","이 예문은 '늦게까지 남다하기 전에 핵심 메시지를 확인해라'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.","A: Before you stay late, check the main message. / B: That makes sense. What should we do next?",A: 늦게까지 남다하기 전에 핵심 메시지를 확인해라. / B: 이해돼요. 다음엔 뭘 하면 될까요?,순서와 절차를 말할 때,Before,"Before you stay / late, check the / main message","Before you ____ late, check the main message | answer: stay",순서와 절차를 말할 때: '늦게까지 남다하기 전에 핵심 메시지를 확인해라'를 영어 표현으로 떠올리기,"패턴 'Before'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,"1 뜻 보기: 늦게까지 남다하기 전에 핵심 메시지를 확인해라 -> 2 끊어 읽기: Before you stay / late, check the / main message -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기",L3|sequence|conversation,"순서와 절차를 말할 때, '늦게까지 남다하기 전에 핵심 메시지를 확인해라'라는 뜻이 되도록 영어로 말해 보세요."
2294,3,A2+,linking ideas,sequence,6,44,"Before you pay attention, check the main plan",주의를 기울이다하기 전에 핵심 계획를 확인해라,"Before you pay attention, check the main plan.","이 예문은 '주의를 기울이다하기 전에 핵심 계획를 확인해라'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.","A: Before you pay attention, check the main plan. / B: That makes sense. What should we do next?",A: 주의를 기울이다하기 전에 핵심 계획를 확인해라. / B: 이해돼요. 다음엔 뭘 하면 될까요?,순서와 절차를 말할 때,Before,"Before you pay / attention, check the / main plan","Before you ____ attention, check the main plan | answer: pay",순서와 절차를 말할 때: '주의를 기울이다하기 전에 핵심 계획를 확인해라'를 영어 표현으로 떠올리기,"패턴 'Before'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,"1 뜻 보기: 주의를 기울이다하기 전에 핵심 계획를 확인해라 -> 2 끊어 읽기: Before you pay / attention, check the / main plan -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기",L3|sequence|conversation,"순서와 절차를 말할 때, '주의를 기울이다하기 전에 핵심 계획를 확인해라'라는 뜻이 되도록 영어로 말해 보세요."
2295,3,A2+,linking ideas,sequence,6,45,"Before you make progress, check the main lesson",진전을 이루다하기 전에 핵심 수업를 확인해라,"Before you make progress, check the main lesson.","이 예문은 '진전을 이루다하기 전에 핵심 수업를 확인해라'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.","A: Before you make progress, check the main lesson. / B: That makes sense. What should we do next?",A: 진전을 이루다하기 전에 핵심 수업를 확인해라. / B: 이해돼요. 다음엔 뭘 하면 될까요?,순서와 절차를 말할 때,Before,"Before you make / progress, check the / main lesson","Before you ____ progress, check the main lesson | answer: make",순서와 절차를 말할 때: '진전을 이루다하기 전에 핵심 수업를 확인해라'를 영어 표현으로 떠올리기,"패턴 'Before'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,"1 뜻 보기: 진전을 이루다하기 전에 핵심 수업를 확인해라 -> 2 끊어 읽기: Before you make / progress, check the / main lesson -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기",L3|sequence|conversation,"순서와 절차를 말할 때, '진전을 이루다하기 전에 핵심 수업를 확인해라'라는 뜻이 되도록 영어로 말해 보세요."
2296,3,A2+,linking ideas,sequence,6,46,"Before you deal with it, check the main problem",그걸 처리하다하기 전에 핵심 문제를 확인해라,"Before you deal with it, check the main problem.","이 예문은 '그걸 처리하다하기 전에 핵심 문제를 확인해라'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.","A: Before you deal with it, check the main problem. / B: That makes sense. What should we do next?",A: 그걸 처리하다하기 전에 핵심 문제를 확인해라. / B: 이해돼요. 다음엔 뭘 하면 될까요?,순서와 절차를 말할 때,Before,"Before you deal / with it, check / the main problem","Before you deal ____ it, check the main problem | answer: with",순서와 절차를 말할 때: '그걸 처리하다하기 전에 핵심 문제를 확인해라'를 영어 표현으로 떠올리기,"패턴 'Before'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,"1 뜻 보기: 그걸 처리하다하기 전에 핵심 문제를 확인해라 -> 2 끊어 읽기: Before you deal / with it, check / the main problem -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기",L3|sequence|conversation,"순서와 절차를 말할 때, '그걸 처리하다하기 전에 핵심 문제를 확인해라'라는 뜻이 되도록 영어로 말해 보세요."
2297,3,A2+,linking ideas,sequence,6,47,"Before you work it out, check the main deadline",그걸 해결하다하기 전에 핵심 마감를 확인해라,"Before you work it out, check the main deadline.","이 예문은 '그걸 해결하다하기 전에 핵심 마감를 확인해라'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.","A: Before you work it out, check the main deadline. / B: That makes sense. What should we do next?",A: 그걸 해결하다하기 전에 핵심 마감를 확인해라. / B: 이해돼요. 다음엔 뭘 하면 될까요?,순서와 절차를 말할 때,Before,"Before you work / it out, check / the main deadline",Before you work it ____ check the main deadline | answer: out,순서와 절차를 말할 때: '그걸 해결하다하기 전에 핵심 마감를 확인해라'를 영어 표현으로 떠올리기,"패턴 'Before'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,"1 뜻 보기: 그걸 해결하다하기 전에 핵심 마감를 확인해라 -> 2 끊어 읽기: Before you work / it out, check / the main deadline -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기",L3|sequence|conversation,"순서와 절차를 말할 때, '그걸 해결하다하기 전에 핵심 마감를 확인해라'라는 뜻이 되도록 영어로 말해 보세요."
2298,3,A2+,linking ideas,sequence,6,48,"Before you sort it out, check the main appointment",그걸 정리하다하기 전에 핵심 약속를 확인해라,"Before you sort it out, check the main appointment.","이 예문은 '그걸 정리하다하기 전에 핵심 약속를 확인해라'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.","A: Before you sort it out, check the main appointment. / B: That makes sense. What should we do next?",A: 그걸 정리하다하기 전에 핵심 약속를 확인해라. / B: 이해돼요. 다음엔 뭘 하면 될까요?,순서와 절차를 말할 때,Before,"Before you sort / it out, check / the main appointment",Before you sort it ____ check the main appointment | answer: out,순서와 절차를 말할 때: '그걸 정리하다하기 전에 핵심 약속를 확인해라'를 영어 표현으로 떠올리기,"패턴 'Before'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,"1 뜻 보기: 그걸 정리하다하기 전에 핵심 약속를 확인해라 -> 2 끊어 읽기: Before you sort / it out, check / the main appointment -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기",L3|sequence|conversation,"순서와 절차를 말할 때, '그걸 정리하다하기 전에 핵심 약속를 확인해라'라는 뜻이 되도록 영어로 말해 보세요."
2299,3,A2+,linking ideas,sequence,6,49,"Before you point it out, check the main project",그걸 지적하다하기 전에 핵심 프로젝트를 확인해라,"Before you point it out, check the main project.","이 예문은 '그걸 지적하다하기 전에 핵심 프로젝트를 확인해라'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.","A: Before you point it out, check the main project. / B: That makes sense. What should we do next?",A: 그걸 지적하다하기 전에 핵심 프로젝트를 확인해라. / B: 이해돼요. 다음엔 뭘 하면 될까요?,순서와 절차를 말할 때,Before,"Before you point / it out, check / the main project",Before you point it ____ check the main project | answer: out,순서와 절차를 말할 때: '그걸 지적하다하기 전에 핵심 프로젝트를 확인해라'를 영어 표현으로 떠올리기,"패턴 'Before'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,"1 뜻 보기: 그걸 지적하다하기 전에 핵심 프로젝트를 확인해라 -> 2 끊어 읽기: Before you point / it out, check / the main project -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기",L3|sequence|conversation,"순서와 절차를 말할 때, '그걸 지적하다하기 전에 핵심 프로젝트를 확인해라'라는 뜻이 되도록 영어로 말해 보세요."
2300,3,A2+,linking ideas,sequence,6,50,"Before you write it up, check the main interview",그걸 문서로 작성하다하기 전에 핵심 면접를 확인해라,"Before you write it up, check the main interview.","이 예문은 '그걸 문서로 작성하다하기 전에 핵심 면접를 확인해라'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.","A: Before you write it up, check the main interview. / B: That makes sense. What should we do next?",A: 그걸 문서로 작성하다하기 전에 핵심 면접를 확인해라. / B: 이해돼요. 다음엔 뭘 하면 될까요?,순서와 절차를 말할 때,Before,"Before you write / it up, check / the main interview",Before you write it ____ check the main interview | answer: up,순서와 절차를 말할 때: '그걸 문서로 작성하다하기 전에 핵심 면접를 확인해라'를 영어 표현으로 떠올리기,"패턴 'Before'를 먼저 기억하고, 마지막 정보만 바꿔 말한다.",표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,"1 뜻 보기: 그걸 문서로 작성하다하기 전에 핵심 면접를 확인해라 -> 2 끊어 읽기: Before you write / it up, check / the main interview -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기",L3|sequence|conversation,"순서와 절차를 말할 때, '그걸 문서로 작성하다하기 전에 핵심 면접를 확인해라'라는 뜻이 되도록 영어로 말해 보세요."
2301,3,A2+,linking ideas,reason,7,1,That's why I should check it,그래서 나는 그걸 확인하다해야 한다,That's why I should check it.,"이 예문은 '그래서 나는 그걸 확인하다해야 한다'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.",A: That's why I should check it. / B: That makes sense. What should we do next?,A: 그래서 나는 그걸 확인하다해야 한다. / B: 이해돼요. 다음엔 뭘 하면 될까요?,이유를 붙여 설명할 때,That's why,That's why / I should check it,That's why I ____ check it | answer: should,이유를 붙여 설명할 때: '그래서 나는 그걸 확인하다해야 한다'를 영어 표현으로 떠올리기,연결어를 먼저 외운다: That's why. 앞절과 뒷절을 나눠서 말한다.,표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 그래서 나는 그걸 확인하다해야 한다 -> 2 끊어 읽기: That's why / I should check it -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L3|reason|conversation,"이유를 붙여 설명할 때, '그래서 나는 그걸 확인하다해야 한다'라는 뜻이 되도록 영어로 말해 보세요."
2302,3,A2+,linking ideas,reason,7,2,That's why you should try it,그래서 너는 그걸 해보다해야 한다,That's why you should try it.,"이 예문은 '그래서 너는 그걸 해보다해야 한다'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.",A: That's why you should try it. / B: That makes sense. What should we do next?,A: 그래서 너는 그걸 해보다해야 한다. / B: 이해돼요. 다음엔 뭘 하면 될까요?,이유를 붙여 설명할 때,That's why,That's why / you should try it,That's why you ____ try it | answer: should,이유를 붙여 설명할 때: '그래서 너는 그걸 해보다해야 한다'를 영어 표현으로 떠올리기,연결어를 먼저 외운다: That's why. 앞절과 뒷절을 나눠서 말한다.,표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 그래서 너는 그걸 해보다해야 한다 -> 2 끊어 읽기: That's why / you should try it -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L3|reason|conversation,"이유를 붙여 설명할 때, '그래서 너는 그걸 해보다해야 한다'라는 뜻이 되도록 영어로 말해 보세요."
2303,3,A2+,linking ideas,reason,7,3,That's why we should use it,그래서 우리는 그걸 사용하다해야 한다,That's why we should use it.,"이 예문은 '그래서 우리는 그걸 사용하다해야 한다'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.",A: That's why we should use it. / B: That makes sense. What should we do next?,A: 그래서 우리는 그걸 사용하다해야 한다. / B: 이해돼요. 다음엔 뭘 하면 될까요?,이유를 붙여 설명할 때,That's why,That's why / we should use it,That's why we ____ use it | answer: should,이유를 붙여 설명할 때: '그래서 우리는 그걸 사용하다해야 한다'를 영어 표현으로 떠올리기,연결어를 먼저 외운다: That's why. 앞절과 뒷절을 나눠서 말한다.,표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 그래서 우리는 그걸 사용하다해야 한다 -> 2 끊어 읽기: That's why / we should use it -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L3|reason|conversation,"이유를 붙여 설명할 때, '그래서 우리는 그걸 사용하다해야 한다'라는 뜻이 되도록 영어로 말해 보세요."
2304,3,A2+,linking ideas,reason,7,4,That's why they should fix it,그래서 그들은 그걸 고치다해야 한다,That's why they should fix it.,"이 예문은 '그래서 그들은 그걸 고치다해야 한다'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.",A: That's why they should fix it. / B: That makes sense. What should we do next?,A: 그래서 그들은 그걸 고치다해야 한다. / B: 이해돼요. 다음엔 뭘 하면 될까요?,이유를 붙여 설명할 때,That's why,That's why / they should fix it,That's why they ____ fix it | answer: should,이유를 붙여 설명할 때: '그래서 그들은 그걸 고치다해야 한다'를 영어 표현으로 떠올리기,연결어를 먼저 외운다: That's why. 앞절과 뒷절을 나눠서 말한다.,표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 그래서 그들은 그걸 고치다해야 한다 -> 2 끊어 읽기: That's why / they should fix it -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L3|reason|conversation,"이유를 붙여 설명할 때, '그래서 그들은 그걸 고치다해야 한다'라는 뜻이 되도록 영어로 말해 보세요."
2305,3,A2+,linking ideas,reason,7,5,That's why my friend should send it,그래서 내 친구는 그걸 보내다해야 한다,That's why my friend should send it.,"이 예문은 '그래서 내 친구는 그걸 보내다해야 한다'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.",A: That's why my friend should send it. / B: That makes sense. What should we do next?,A: 그래서 내 친구는 그걸 보내다해야 한다. / B: 이해돼요. 다음엔 뭘 하면 될까요?,이유를 붙여 설명할 때,That's why,That's why my / friend should send / it,That's why my friend ____ send it | answer: should,이유를 붙여 설명할 때: '그래서 내 친구는 그걸 보내다해야 한다'를 영어 표현으로 떠올리기,연결어를 먼저 외운다: That's why. 앞절과 뒷절을 나눠서 말한다.,표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 그래서 내 친구는 그걸 보내다해야 한다 -> 2 끊어 읽기: That's why my / friend should send / it -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L3|reason|conversation,"이유를 붙여 설명할 때, '그래서 내 친구는 그걸 보내다해야 한다'라는 뜻이 되도록 영어로 말해 보세요."
2306,3,A2+,linking ideas,reason,7,6,That's why my teacher should bring it,그래서 내 선생님은 그걸 가져오다해야 한다,That's why my teacher should bring it.,"이 예문은 '그래서 내 선생님은 그걸 가져오다해야 한다'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.",A: That's why my teacher should bring it. / B: That makes sense. What should we do next?,A: 그래서 내 선생님은 그걸 가져오다해야 한다. / B: 이해돼요. 다음엔 뭘 하면 될까요?,이유를 붙여 설명할 때,That's why,That's why my / teacher should bring / it,That's why my teacher ____ bring it | answer: should,이유를 붙여 설명할 때: '그래서 내 선생님은 그걸 가져오다해야 한다'를 영어 표현으로 떠올리기,연결어를 먼저 외운다: That's why. 앞절과 뒷절을 나눠서 말한다.,표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 그래서 내 선생님은 그걸 가져오다해야 한다 -> 2 끊어 읽기: That's why my / teacher should bring / it -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L3|reason|conversation,"이유를 붙여 설명할 때, '그래서 내 선생님은 그걸 가져오다해야 한다'라는 뜻이 되도록 영어로 말해 보세요."
2307,3,A2+,linking ideas,reason,7,7,That's why my manager should write it down,그래서 내 매니저는 그걸 적다해야 한다,That's why my manager should write it down.,"이 예문은 '그래서 내 매니저는 그걸 적다해야 한다'라는 뜻으로 이유, 조건, 계획을 붙여 자연스럽게 말한다.",A: That's why my manager should write it down. / B: That makes sense. What should we do next?,A: 그래서 내 매니저는 그걸 적다해야 한다. / B: 이해돼요. 다음엔 뭘 하면 될까요?,이유를 붙여 설명할 때,That's why,That's why my / manager should write / it down,That's why my manager ____ write it down | answer: should,이유를 붙여 설명할 때: '그래서 내 매니저는 그걸 적다해야 한다'를 영어 표현으로 떠올리기,연결어를 먼저 외운다: That's why. 앞절과 뒷절을 나눠서 말한다.,표현 전체를 한 덩어리로 외우고 단어별 직역을 피한다.,1 뜻 보기: 그래서 내 매니저는 그걸 적다해야 한다 -> 2 끊어 읽기: That's why my / manager should write / it down -> 3 가리고 말하기 -> 4 내 상황으로 한 문장 바꾸기,L3|reason|conversation,"이유를 붙여 설명할 때, '그래서 내 매니저는 그걸 적다해야 한다'라는 뜻이 되도록 영어로 말해 보세요."
